region,population,family,sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
AFR,LWK,NA19377,NA19377,-0.0567,-0.0073,0.0164,0.0235,-0.0296,-0.0079,-0.0303,0.0157,-0.043,0.0059,0.0098,-0.0149,0.0591,-0.0153,0.0199
AFR,LWK,NA19378,NA19378,-0.0557,-0.0187,-0.0264,0.0218,-0.0152,0.0525,0.0214,-0.0265,0.0015,0.0104,0.0408,0.0092,0.017,0.0108,-0.0256
AFR,LWK,NA19379,NA19379,-0.0511,0.0134,-0.0078,-0.0115,-0.0022,-0.0251,-0.0226,0.0129,0.0283,0.0345,-0.0395,0.0049,0.0227,0.0057,-0.057
AFR,LWK,NA19380,NA19380,-0.0551,0.004,-0.0021,-0.0093,0.0062,-0.0343,-0.0171,-0.0107,0.0124,-0.0007,-0.0048,0.0373,0.0253,-0.0041,-0.0083
AFR,LWK,NA19383,NA19383,-0.0579,0.0028,-0.0048,0.001,0.0072,0.0109,-0.007,-0.0414,-0.0356,-0.0056,-0.0281,0.0023,0.0056,-0.0324,-0.0208
AFR,LWK,NA19384,NA19384,-0.0634,0.0001,-0.0015,-0.0004,-0.0059,-0.0176,-0.0038,-0.0097,-0.0091,-0.0219,0.0026,-0.0048,0.0316,0.015,-0.0008
AFR,LWK,NA19385,NA19385,-0.0619,-0.0245,0.0364,0.0246,-0.0115,0.0209,0.0131,-0.0027,-0.0508,0.0196,-0.0507,-0.0017,-0.0083,-0.0229,-0.0002
AFR,LWK,NA19390,NA19390,-0.055,0.0054,-0.0129,0.0116,0.0029,-0.0084,-0.0072,-0.0258,-0.0336,-0.0242,0.0517,0.0571,-0.0153,0.0076,-0.0252
AFR,LWK,NA19391,NA19391,-0.0612,-0.0216,-0.0423,-0.0625,0.022,-0.019,-0.0083,0.024,-0.006,-0.03,-0.006,-0.0277,-0.0114,-0.0371,-0.0152
AFR,LWK,NA19393,NA19393,-0.0582,-0.0004,0.0092,0.0049,-0.0073,0.0148,0.0375,0.0129,0.0347,0.0198,-0.0348,-0.011,-0.0037,0.0382,0.0029
AFR,LWK,NA19394,NA19394,-0.0599,0.0003,0.024,-0.0102,-0.0119,-0.0342,-0.0188,-0.0366,0.0411,0.0191,-0.0131,-0.0349,0.0129,-0.0019,-0.032
AFR,LWK,NA19395,NA19395,-0.0582,-0.0192,0.0479,-0.0077,-0.0035,-0.0054,0.0129,-0.042,0.0263,-0.0238,0.0143,0.0223,-0.0273,0.025,-0.0191
AFR,LWK,NA19397,NA19397,-0.0421,-0.0003,0.0141,-0.0369,0.0179,-0.0244,-0.0667,-0.0153,0.0814,0.0225,-0.0291,-0.0284,-0.0065,0.0151,0.0659
AFR,LWK,NA19399,NA19399,-0.0579,-0.0004,-0.0202,-0.0039,0.0336,-0.0111,-0.0188,0.0292,0.0386,0.0191,-0.0245,-0.0227,0.0232,0.0323,0.0071
AFR,LWK,NA19401,NA19401,-0.0565,-0.0043,0.0105,0.0101,0.0117,0.0534,0.0392,-0.0506,-0.0261,0.0491,-0.092,-0.0193,-0.0458,-0.0263,-0.0427
AFR,LWK,NA19403,NA19403,-0.0573,-0.0002,-0.0428,0.0236,-0.0356,0.0015,-0.0171,-0.0192,0.0323,0.0268,0.0048,-0.024,-0.0053,0.0322,-0.0072
AFR,LWK,NA19404,NA19404,-0.0553,0.0036,-0.0152,-0.0027,0.0066,0.006,-0.017,-0.0255,-0.0439,-0.0124,0.0256,0.0263,0.0042,0.0178,-0.0595
AFR,LWK,NA19428,NA19428,-0.0533,0.0138,-0.0173,0.0011,-0.0025,-0.0109,-0.0131,-0.003,-0.001,-0.0006,-0.0121,0.0157,-0.0428,0.0206,-0.0721
