region,population,family,sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
EUR,IBS,HG01776,HG01776,0.0112,0.0397,-0.0192,-0.0182,0.002,0.0042,-0.0136,0.0059,-0.0042,-0.0014,-0.0073,-0.013,-0.0083,-0.0054,0.0016
EUR,IBS,HG01777,HG01777,0.0107,0.0401,-0.018,-0.0195,0.0072,-0.001,-0.0042,-0.0009,-0.0058,-0.0057,0.0034,0.0158,0.0023,0.0061,0.0082
EUR,IBS,HG01779,HG01779,0.0097,0.0412,-0.0196,-0.0237,0.0101,0.0034,-0.0039,0.0041,0.0071,-0.0019,-0.0223,0.0043,-0.0061,-0.0275,-0.0102
EUR,IBS,HG01781,HG01781,0.0098,0.0412,-0.0211,-0.0195,0.0014,-0.0081,-0.0263,-0.0095,0.0186,-0.0016,-0.0158,-0.0007,0.0017,0.0154,0.0005
EUR,IBS,HG01783,HG01783,0.0084,0.0408,-0.0165,-0.0201,0.0035,-0.0036,0.0019,0.0136,0.0015,-0.0017,-0.0017,-0.0001,-0.0124,-0.0206,-0.0073
EUR,IBS,HG01784,HG01784,0.0093,0.0407,-0.021,-0.0213,0.0022,0.0115,-0.0027,-0.0013,-0.0196,-0.0045,0.0073,-0.0086,0.0001,-0.0064,0.002
EUR,IBS,HG01785,HG01785,0.0106,0.0411,-0.0196,-0.0196,0.0007,0.0063,-0.0175,0.0108,0.0041,-0.0115,0.0011,-0.0071,-0.0075,-0.0175,0.0022
EUR,IBS,HG01786,HG01786,0.0102,0.0406,-0.0183,-0.0184,-0.0005,0.0034,-0.0112,0.008,0.0118,0.0043,-0.0117,0.0117,-0.0018,-0.0162,-0.0095
EUR,IBS,HG02219,HG02219,0.0098,0.0413,-0.0169,-0.0221,0.002,0.0026,-0.0106,-0.0043,-0.0055,0.0127,-0.0173,-0.0036,-0.0059,0.0011,0.0021
EUR,IBS,HG02220,HG02220,0.0099,0.0402,-0.0158,-0.0198,0.0018,-0.0081,-0.0013,-0.0035,0.0152,-0.0116,-0.0034,-0.0005,-0.0174,0.0037,-0.0299
EUR,IBS,HG02221,HG02221,0.0096,0.0418,-0.0201,-0.0227,0.0084,0.0078,-0.0234,0.0107,0.0124,-0.0022,-0.0181,0.0023,-0.0018,-0.0012,0.0108
EUR,IBS,HG02223,HG02223,0.0115,0.0406,-0.0192,-0.0213,-0.0005,-0.0056,0.0067,0.001,0.0011,-0.0087,-0.0104,0.0016,0.018,-0.0013,0.004
EUR,IBS,HG02224,HG02224,0.0106,0.0414,-0.0202,-0.0235,0.0003,0.0057,-0.0114,0.0003,-0.0105,0.0023,-0.0005,0.0027,-0.001,-0.0102,-0.0191
EUR,IBS,HG02230,HG02230,0.011,0.0419,-0.0194,-0.0199,0.0029,0.0172,-0.0085,0.0162,0.0044,-0.0075,0.0046,0.0103,-0.0238,0.0065,-0.0025
EUR,IBS,HG02231,HG02231,0.0105,0.042,-0.0174,-0.022,0.0072,0.0082,-0.0262,0.0044,-0.0007,-0.0035,-0.0181,0.0159,-0.0064,-0.0103,0.0052
EUR,IBS,HG02232,HG02232,0.0082,0.0402,-0.0195,-0.0229,0.0031,-0.0044,-0.0205,0.0185,-0.0077,0.0115,0.0083,0.013,-0.009,0.002,0.0059
EUR,IBS,HG02233,HG02233,0.0088,0.0394,-0.0195,-0.0176,0.0055,-0.0154,-0.0141,-0.0014,0.0073,0.0032,-0.0093,-0.0092,-0.0198,-0.0069,0.0006
EUR,IBS,HG02235,HG02235,0.0093,0.0395,-0.0182,-0.0204,-0.0007,-0.0047,-0.0212,0.0212,0.0019,0.0043,-0.0149,-0.0137,0.017,-0.0127,0.0042
EUR,IBS,HG02236,HG02236,0.0093,0.041,-0.0178,-0.0169,-0.0016,-0.0071,-0.0224,0.0043,0.0173,0.007,-0.01,0.0055,-0.0169,0.004,-0.0131
EUR,IBS,HG02238,HG02238,0.009,0.042,-0.0178,-0.0237,0.0025,-0.0059,-0.013,0.006,0.0076,-0.0028,-0.0182,0.0148,-0.0031,0.0013,-0.0053
EUR,IBS,HG02239,HG02239,0.0078,0.0378,-0.0199,-0.0138,0.0059,-0.0112,-0.0058,-0.0059,0.0113,0.0089,-0.0087,0.0061,-0.0117,0.0025,-0.0041
SAS,GIH,NA20845,NA20845,0.0095,0.0098,-0.0211,0.0722,-0.006,0.0004,0.0039,-0.0016,0.0067,0.0018,0.0059,0.0122,0.0037,0.0028,0.0127
SAS,GIH,NA20846,NA20846,0.0099,0.0114,-0.0219,0.0782,0.0015,0.0017,0.007,0.0026,0.0092,-0.0007,-0.0095,0.0015,0.0025,-0.0076,0.0029
SAS,GIH,NA20847,NA20847,0.0102,0.0081,-0.0211,0.0993,-0.0037,-0.0124,0.0071,-0.0057,0.0029,0.0098,-0.0021,0.0022,-0.005,0.0041,0.002
SAS,GIH,NA20849,NA20849,0.0095,0.0082,-0.0222,0.0985,-0.0021,0.0003,0.0059,-0.0004,-0.0118,0.0043,-0.0008,0.0034,0.0022,-0.0026,0.0025
SAS,GIH,NA20850,NA20850,0.0107,0.0132,-0.0202,0.0659,-0.0042,0.0168,-0.0082,-0.0059,0.0045,0.0103,-0.0038,0.0059,-0.0073,-0.0001,-0.0072
SAS,GIH,NA20851,NA20851,0.0092,0.007,-0.0241,0.0991,-0.0013,-0.001,-0.0022,-0.0022,0.0009,-0.0106,0.0011,0.0003,0.0044,-0.0007,-0.0057
SAS,GIH,NA20852,NA20852,0.0094,0.0099,-0.022,0.0779,0.0065,0.0019,0.018,0.0122,-0.0008,0.0045,0.0051,-0.0083,0.0052,-0.0025,0.0006
SAS,GIH,NA20853,NA20853,0.0099,0.0059,-0.0222,0.0981,-0.0014,-0.0052,-0.0051,0.0038,-0.0098,-0.004,0.002,-0.0057,-0.0012,0.0067,-0.0013
SAS,GIH,NA20854,NA20854,0.0092,0.0118,-0.0234,0.0738,-0.0005,0.0051,-0.0042,0.0011,0.0089,0.0169,-0.0097,0.0236,-0.0109,0.0024,-0.0091
SAS,GIH,NA20856,NA20856,0.0098,0.0095,-0.0236,0.0963,-0.0001,-0.0051,-0.0059,0.0042,-0.0073,0.0007,0.0081,-0.0003,-0.0019,-0.0044,0.0017
