region,population,family,sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
AFR,LWK,NA19017,NA19017,0.05675652415798843,-0.01230272187378369,-0.0037,-0.0012,0.0088,-0.0007,-0.0162,-0.0083,-0.0376,0.0028,0.0461,-0.0647,-0.0222,0.0087,-0.0304
AFR,LWK,NA19019,NA19019,0.04917061611061501,-0.0043012220708220405,0.0177,0.0124,-0.028,-0.0095,0.0451,-0.012,-0.0114,-0.0553,-0.0024,0.0316,0.0268,0.0337,0.0126
AFR,LWK,NA19020,NA19020,0.057941887424330374,0.0022710529950279975,0.0248,0.0085,0.002,0.0343,0.0288,0.0033,0.0577,0.0072,-0.0149,-0.0031,0.0007,-0.0322,-0.0434
AFR,LWK,NA19023,NA19023,0.05225610388943149,0.021216022395749465,0.0698,-0.0084,-0.0191,0.0113,-0.0292,-0.0047,0.0053,0.0302,-0.043,0.0374,0.0307,-0.0414,-0.0133
AFR,LWK,NA19024,NA19024,0.05012633571477003,0.022617481464791145,0.0195,-0.0276,-0.0566,0.0016,0.082,-0.0429,0.0574,0.0788,-0.0282,0.0759,0.0244,-0.0203,-0.0432
AFR,LWK,NA19025,NA19025,0.052373419419936056,-0.01483222634210606,-0.005,-0.0198,0.0034,0.0241,-0.0105,-0.0092,0.0036,0.0379,-0.0228,0.0299,0.012,-0.0804,0.0175
AFR,LWK,NA19026,NA19026,0.05379743344186028,0.011820581841373653,0.0092,0.0043,0.0521,-0.0134,0.0403,-0.0072,-0.0011,0.0725,0.0025,-0.0176,0.0175,0.0095,-0.0269
AFR,LWK,NA19027,NA19027,0.060346855799674214,0.0021440604220325597,0.0118,-0.0309,-0.0116,0.0029,-0.0442,0.045,0.0004,0.025,-0.0193,0.0082,0.0122,-0.0359,-0.025
AFR,LWK,NA19028,NA19028,0.053013444122523845,-0.0012941183361815448,0.0227,-0.0045,-0.0012,0.0313,0.0377,-0.0141,0.0073,0.0198,-0.0242,0.0294,-0.0071,-0.0618,0.0294
AFR,LWK,NA19030,NA19030,0.0603783434071637,-0.010173772525794529,-0.0098,-0.0103,0.0007,0.0122,-0.0179,-0.0047,0.0054,0.0244,-0.0214,0.0051,0.0131,-0.0331,-0.0208
