region,population,family,sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
AFR,LWK,NA19360,NA19360,0.06157832579489909,-0.0017406298564790952,-0.0638,-0.0063,-0.0053,0.0108,0.0175,0.0553,-0.0503,-0.0462,-0.0633,-0.0271,0.0556,0.0595,0.0247
AFR,LWK,NA19372,NA19372,0.06250426923987076,-0.0010753263642937839,-0.0766,-0.0158,0.0006,0.0433,-0.0206,-0.0475,-0.0287,0.0215,-0.009,0.0122,-0.0402,0.0314,-0.0392
AFR,LWK,NA19374,NA19374,0.059966930480340325,0.0006222931511997618,-0.0757,-0.0036,-0.0055,-0.0233,0.0189,0.0121,-0.07,0.0037,0.0253,0.0075,0.007,-0.0148,0.0456
AFR,LWK,NA19375,NA19375,0.06097495990731917,-0.0018177635437040054,-0.0848,-0.0052,-0.0023,0.026,-0.0481,0.0487,-0.0085,-0.0151,0.0268,-0.0362,0.0251,0.0138,-0.0241
AFR,LWK,NA19377,NA19377,0.06160491893948322,-0.0010411351783998926,-0.0795,-0.0155,-0.0038,-0.0166,-0.007,-0.0356,-0.0543,-0.0285,0.037,-0.0024,-0.0212,-0.0003,0.0095
AFR,LWK,NA19378,NA19378,0.06299631025433187,-0.0012941770898765115,-0.0712,-0.0151,0.0027,0.0163,-0.0071,-0.0704,-0.0628,-0.0239,0.0497,-0.0025,-0.029,0.0112,-0.0166
AFR,LWK,NA19379,NA19379,0.0630544488382824,-0.002397182033227278,-0.0694,-0.0068,-0.007,0.025,-0.0114,0.0287,-0.0253,0.0297,-0.0231,0.0104,0.0384,-0.0003,-0.0571
AFR,LWK,NA19380,NA19380,0.06012119785479015,-0.000584438623960053,-0.0765,-0.0077,-0.004,-0.0068,-0.0111,-0.0226,-0.0307,-0.0043,-0.0649,0.0242,0.0066,-0.0186,-0.0867
AFR,LWK,NA19383,NA19383,0.060147790999374284,0.00011505605411914937,-0.0702,-0.001,0.0176,0.012,0.0029,-0.0138,-0.0058,-0.0157,-0.0548,-0.0082,-0.0356,-0.03,0.0438
AFR,LWK,NA19384,NA19384,0.06373379513895984,-0.000321492122918932,-0.0884,-0.0021,-0.0025,0.0196,-0.0022,0.0275,0.0515,-0.0406,0.0078,-0.0101,0.0631,-0.1203,-0.0817
