region,population,family,sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
AFR,LWK,NA19471,NA19471,-0.0651,-0.0095,0.0016,0.0768,0.0111,-0.0042,-0.0026,-0.0372,0.017,-0.0377,-0.0298,0.0218,-0.0838,-0.0024,0.0201
AFR,LWK,NA19472,NA19472,-0.0644,-0.0088,0.0009,0.0914,0.0011,-0.0204,-0.0188,0.0783,-0.0517,-0.0181,-0.0056,0.0939,-0.0075,0.0041,0.0556
AFR,LWK,NA19473,NA19473,-0.0636,-0.0099,0.0014,0.0748,0.0053,0.0114,-0.0003,0.0329,-0.0218,0.0342,-0.004,0.0375,-0.0216,-0.0376,0.0523
AFR,LWK,NA19474,NA19474,-0.0642,-0.0103,0.0021,0.0653,0.006,-0.0033,0.0076,0.038,-0.0116,-0.0356,0.0052,-0.0121,0.006,-0.0721,0.0115
AFR,LWK,NA19475,NA19475,-0.0636,-0.0101,0.0016,0.0703,-0.0048,0.0008,-0.005,0.031,-0.0512,0.0504,-0.0164,-0.0322,-0.0581,-0.0257,0.0478
AFR,YRI,NA18486,NA18486,-0.0702,-0.0128,0.0037,-0.0764,0.008,-0.0071,0.0129,-0.0448,0.0036,-0.0806,-0.0357,0.18,0.0593,-0.1092,0.017
AFR,YRI,NA18488,NA18488,-0.0704,-0.0125,0.0036,-0.0933,0.0223,-0.013,-0.0092,-0.0417,0.0048,-0.0067,0.0791,0.0972,-0.2003,-0.037,0.0284
AFR,YRI,NA18489,NA18489,-0.0691,-0.0114,0.0015,-0.0796,0.0029,0.0033,-0.0043,0.1037,0.0082,-0.0134,0.0132,0.0534,0.0475,0.1199,-0.1905
AFR,YRI,NA18498,NA18498,-0.0698,-0.013,0.0019,-0.0687,0.003,0.0021,0.0648,-0.0788,-0.0333,0.0294,0.0072,0.1142,0.0633,-0.1352,-0.0058
AFR,YRI,NA18499,NA18499,-0.0706,-0.012,0.0047,-0.0748,0.0027,-0.0062,-0.022,0.0007,-0.0455,0.058,0.1011,0.0512,0.1723,-0.063,-0.0801
AFR,YRI,NA18502,NA18502,-0.0698,-0.0127,0.0022,-0.1137,0.001,-0.0128,-0.0558,-0.1207,0.091,0.1048,-0.0737,-0.1041,-0.0016,-0.2838,-0.0011
AFR,YRI,NA18507,NA18507,-0.0711,-0.0132,0.0052,-0.0817,-0.0003,-0.0222,-0.0713,0.0928,0.0475,0.1695,-0.0446,-0.0339,-0.1555,0.1573,-0.116
AFR,YRI,NA18510,NA18510,-0.0684,-0.0113,0.002,-0.0664,0.0053,-0.0116,-0.0183,0.0044,-0.0006,-0.0933,-0.0548,-0.0027,0.0171,0.0134,0.0968
AFR,YRI,NA18511,NA18511,-0.0684,-0.012,0.0027,-0.0617,0.0133,0.0046,0.0134,-0.0346,-0.0569,-0.022,0.0027,-0.0057,-0.0576,0.0413,-0.0194
AFR,YRI,NA18516,NA18516,-0.0718,-0.0117,0.0043,-0.0903,0.0009,0.0043,0.0384,0.1051,-0.0784,-0.3124,0.2342,-0.1613,0.0652,0.1461,0.0964
AFR,YRI,NA18519,NA18519,-0.0694,-0.0118,0.0016,-0.0803,0.0006,0.0129,-0.0479,0.1478,0.0011,-0.062,-0.0708,0.0302,-0.0252,-0.0246,-0.0387
AFR,YRI,NA18520,NA18520,-0.0713,-0.0108,0.0041,-0.0799,0.0057,-0.0127,0.0236,-0.0229,-0.1653,-0.1237,-0.071,-0.0799,-0.036,0.0928,-0.1149
AFR,YRI,NA18853,NA18853,-0.0715,-0.012,0.0034,-0.0876,0.0207,-0.0067,0.0512,-0.1885,-0.0772,0.0389,0.0488,0.1289,-0.0253,0.0846,-0.0405
AFR,YRI,NA18856,NA18856,-0.0707,-0.0113,0.001,-0.1062,0.0016,-0.004,-0.0514,0.1442,-0.0884,0.0191,-0.0964,-0.0412,-0.214,-0.2504,0.1273
AFR,YRI,NA18864,NA18864,-0.0687,-0.0113,0.0035,-0.0678,0.0062,0.0065,-0.0072,-0.005,0.0424,0.0615,0.0319,-0.0309,-0.0419,0.0436,-0.0088
AFR,YRI,NA18865,NA18865,-0.0693,-0.012,0.0031,-0.0946,0.0033,-0.0192,-0.0018,-0.0434,-0.015,-0.0395,0.0358,-0.0659,0.0881,0.0148,-0.0543
AFR,YRI,NA18867,NA18867,-0.0699,-0.0122,0.0045,-0.0684,0.0083,-0.0012,-0.0157,0.1207,0.0101,0.0417,0.0243,-0.0579,0.038,0.0052,-0.1179
AFR,YRI,NA18868,NA18868,-0.0699,-0.0124,0.0048,-0.0844,0.0157,-0.0083,0.0049,-0.0385,-0.0183,0.0425,-0.0343,0.0343,0.0329,-0.0857,0.0214
AFR,YRI,NA18873,NA18873,-0.0704,-0.0121,0.0031,-0.0839,0.0041,0.0066,0.0312,-0.0697,-0.1034,0.014,0.0143,0.001,-0.0594,-0.0744,0.0963
AFR,YRI,NA18874,NA18874,-0.0699,-0.0124,0.0017,-0.0718,0.0098,-0.0005,-0.0202,-0.0165,0.0131,-0.001,0.058,-0.1106,0.0596,-0.0059,0.0058
AFR,YRI,NA18876,NA18876,-0.0695,-0.011,0.0028,-0.0825,-0.0008,0.0055,-0.0236,0.0193,-0.0301,0.0571,-0.2173,-0.0156,-0.0379,0.062,-0.0
AFR,YRI,NA18877,NA18877,-0.0695,-0.0125,0.005,-0.0782,0.0096,0.0022,0.0153,-0.0566,-0.0059,-0.0337,0.0454,0.0335,0.0151,0.017,-0.0329
AFR,YRI,NA18878,NA18878,-0.0692,-0.0117,0.0026,-0.0789,-0.0035,0.0077,-0.0599,-0.0255,0.1564,-0.1239,-0.0248,-0.1199,0.0813,0.0587,0.0553
AFR,YRI,NA18879,NA18879,-0.07,-0.0112,0.0007,-0.0612,-0.0106,-0.0134,0.0321,0.0653,0.0515,-0.0241,0.1027,0.0212,-0.0726,0.0731,0.0692
AFR,YRI,NA18881,NA18881,-0.0689,-0.0106,0.0058,-0.0848,0.0078,-0.0011,-0.0081,0.0147,0.0885,-0.167,-0.0422,-0.0666,0.0116,-0.0639,-0.0962
AFR,YRI,NA18907,NA18907,-0.0682,-0.0124,0.004,-0.074,0.0199,0.0031,0.0133,0.2336,0.0326,-0.0864,0.1174,-0.0361,0.1208,-0.0686,-0.0484
AFR,YRI,NA18908,NA18908,-0.0694,-0.0125,0.0014,-0.0745,0.0096,0.0132,0.0202,-0.0037,0.0292,0.0528,0.0108,-0.1198,-0.0405,-0.0296,0.0364
AFR,YRI,NA18909,NA18909,-0.0707,-0.0121,0.0028,-0.0651,0.0091,-0.0234,0.0071,0.106,0.081,0.0714,-0.0252,-0.0469,0.0442,0.0259,0.0174
AFR,YRI,NA18910,NA18910,-0.0715,-0.0118,0.0054,-0.0833,0.0061,-0.0047,-0.0162,0.0698,0.062,0.0605,0.0906,0.0387,-0.0884,-0.0635,-0.1385
AFR,YRI,NA18915,NA18915,-0.0703,-0.012,0.0056,-0.0739,0.0035,-0.0038,-0.007,0.0875,0.0489,0.0279,0.0016,-0.0181,0.0188,0.0797,-0.1132
AFR,YRI,NA18916,NA18916,-0.0706,-0.0124,0.0059,-0.0636,0.0075,-0.008,-0.0215,0.0113,-0.0299,0.0413,0.0161,-0.0509,-0.0635,0.0881,-0.1849
AFR,YRI,NA18923,NA18923,-0.0727,-0.0131,0.005,-0.0925,0.016,0.0007,0.0337,-0.0521,0.2497,-0.0574,0.0065,0.116,0.0177,-0.1148,-0.0002
AFR,YRI,NA18924,NA18924,-0.0702,-0.0128,0.0052,-0.084,-0.0024,0.0083,0.0418,-0.0464,-0.046,0.0674,0.066,0.015,-0.0331,0.0798,0.0825
AFR,YRI,NA18933,NA18933,-0.0707,-0.0121,0.003,-0.0833,0.0252,-0.0136,-0.0017,-0.0447,-0.0633,-0.0734,-0.1393,-0.0191,-0.0286,-0.0561,0.0069
AFR,YRI,NA18934,NA18934,-0.0697,-0.0118,0.0023,-0.0694,0.003,-0.0087,0.0582,-0.0088,0.008,0.0202,-0.0284,-0.0428,-0.0293,-0.0131,-0.0036
AFR,YRI,NA19092,NA19092,-0.07,-0.0117,0.0038,-0.0641,-0.0009,0.0188,0.076,-0.0996,-0.113,-0.0392,0.0399,0.1039,0.0496,-0.0488,0.0709
AFR,YRI,NA19095,NA19095,-0.07,-0.0128,0.0032,-0.0758,0.0275,-0.001,0.0346,-0.0421,-0.0252,-0.0267,0.1008,0.018,0.0325,0.022,0.2145
AFR,YRI,NA19096,NA19096,-0.0704,-0.0129,0.0059,-0.0766,0.0055,-0.0113,-0.0265,-0.067,-0.0373,0.0206,-0.1117,0.027,0.1151,0.0656,-0.0339
AFR,YRI,NA19098,NA19098,-0.0697,-0.0125,0.0027,-0.0827,0.0185,-0.0023,0.0836,-0.081,-0.0049,-0.1762,0.1147,0.1961,-0.1898,-0.0195,-0.0035
AFR,YRI,NA19107,NA19107,-0.0699,-0.0123,0.0015,-0.0832,0.0122,-0.0173,-0.0393,0.07,0.0241,0.0713,-0.1376,0.0103,-0.024,0.0628,0.0456
AFR,YRI,NA19108,NA19108,-0.0702,-0.0124,0.0042,-0.0699,0.0257,0.0193,-0.0459,0.3511,-0.15,-0.0267,0.0701,-0.0309,-0.103,-0.1403,0.068
AFR,YRI,NA19113,NA19113,-0.0695,-0.012,0.0032,-0.0749,0.0106,-0.0082,-0.0013,-0.0364,-0.0693,0.0833,-0.0341,0.0642,0.1038,-0.001,-0.0066
AFR,YRI,NA19114,NA19114,-0.0715,-0.0125,0.0031,-0.0895,0.0086,-0.0001,-0.0193,0.0607,-0.1922,0.194,-0.0239,-0.1215,0.0962,-0.0073,-0.0161
AFR,YRI,NA19116,NA19116,-0.0713,-0.0124,0.0014,-0.0906,0.0152,0.0021,0.0266,0.1609,-0.0934,0.0131,0.0253,0.1047,0.0864,-0.0908,0.2881
